,Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
1470,29,Male,75955.56334172873,17,Home Goods,2.6207631882661064,No,4,Yes
1471,62,Male,70250.26588699361,16,Electronics,39.09015649223871,No,5,Yes
1472,42,Female,133175.19525598089,15,Sports,5.759516276079465,No,5,No
1473,55,Male,101221.90216262233,14,Home Goods,39.347173791787455,Yes,5,Yes
1474,33,Female,105058.03180224504,19,Electronics,36.85892787780634,Yes,0,Yes
1475,54,Female,30682.316771935555,18,Clothing,28.01049102099319,Yes,2,No
1476,22,Female,113951.9045007697,2,Electronics,18.655656736349467,No,1,No
1477,29,Male,112824.24378069134,20,Sports,53.43639654126607,No,4,Yes
1478,35,Female,97367.1177377386,14,Home Goods,40.06459772268257,No,1,Yes
1479,24,Male,125414.2155310294,11,Sports,19.450084413346023,No,4,Yes
1480,39,Male,34204.34734025078,17,Beauty,27.13410963412803,No,5,No
1481,49,Male,95780.3873845542,18,Electronics,21.860932294304227,Yes,2,Yes
1482,32,Female,35979.688200500386,11,Clothing,43.85190652176026,No,4,Yes
1483,55,Male,81936.80822469291,6,Clothing,56.94371189784098,Yes,4,Yes
1484,68,Male,80311.22326948371,14,Home Goods,19.080097856464334,No,3,No
1485,21,Female,120794.99955240762,10,Electronics,7.630770005200024,No,2,No
1486,28,Female,141304.7330746625,0,Clothing,17.35151676052823,No,1,No
1487,41,Male,116615.11583510845,19,Home Goods,32.15601677499265,No,1,No
1488,22,Male,55799.55265320441,9,Sports,54.27864453607589,Yes,1,Yes
1489,19,Male,26090.748108588406,0,Home Goods,53.58752220078088,No,4,No
1490,18,Female,83126.66095572172,20,Beauty,2.2803056212569555,No,1,No
1491,30,Male,71611.95536083492,20,Clothing,38.68168553110391,No,5,Yes
1492,63,Male,71874.59129351651,10,Home Goods,43.54624261077121,No,1,No
1493,34,Female,20418.37426855623,9,Clothing,54.45995479214512,No,0,No
1494,34,Female,104649.18603461764,14,Clothing,28.998116659354817,No,1,No
1495,39,Female,65048.14183385337,13,Electronics,34.59074328252628,No,5,Yes
1496,67,Female,28775.33106889685,18,Home Goods,17.625707203046694,No,1,Yes
1497,40,Female,57363.24754052536,7,Sports,12.20603320759119,No,0,No
1498,63,Male,134021.77553236455,16,Home Goods,37.31163380267996,Yes,0,Yes
1499,50,Male,52625.66597423874,13,Electronics,25.348016654369804,Yes,4,Yes
