,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
89,1,College,Life Sciences,Female,Single,41,b21aab74-2cd8-492c-9cde-e31afefca8c1,2001-08-03 21:48:29,18,0,5,8,Y,8.0,Montana,1,Yes,Travel_Rarely,1102.0,Sales,1,94,2,Sales Executive,5993,19479,Yes,11,80.0,0,0,Medium,High,Very High,Excellent,Low
90,9,Master,Life Sciences,Male,Single,36,cd9789ae-0bc6-4b52-8356-aa4ffcf3517b,2001-08-07 18:42:18,11,0,3,10,Y,7.0,Italia,1,Yes,Travel_Rarely,,Sales,1,82,1,Sales Representative,3407,6986,No,23,80.0,0,4,High,Medium,Low,Outstanding,Medium
91,2,,Life Sciences,Male,Divorced,46,74195551-a01f-470c-ba9d-95b68061de73,2001-08-13 01:00:39,17,0,0,13,,4.0,Noruega,0,No,Travel_Rarely,1277.0,Sales,1,74,3,Sales Executive,10368,5596,Yes,12,80.0,1,5,High,High,Very High,Excellent,Medium
92,1,Master,Medical,Male,Married,57,472881c2-a88b-4560-95d1-73076ee2c1be,2001-08-13 08:00:01,20,1,0,15,Y,2.0,Georgia,0,No,Travel_Rarely,593.0,Research & Development,1,88,2,Healthcare Representative,6755,2967,No,11,80.0,0,2,Very High,High,High,Excellent,High
93,29,Master,Other,Male,Single,44,92ba1da8-0502-4fa4-bf6c-633034f2ee7b,2001-08-19 11:04:40,20,8,11,20,Y,1.0,Misuri,0,No,Travel_Rarely,200.0,Research & Development,1,32,2,Research Scientist,4541,7744,No,25,80.0,0,3,Very High,High,,Outstanding,Medium
94,13,College,Medical,Female,Divorced,53,70648f57-3474-45e1-983c-367f5b92b2e1,2001-08-22 11:27:32,0,1,0,5,Y,1.0,Washington,1,No,Travel_Rarely,,Research & Development,1,57,2,Manufacturing Director,4450,26250,No,11,80.0,2,3,Very High,Very High,Low,Excellent,High
95,26,Bachelor,Human Resources,Female,Single,54,52d8e137-2698-4127-bdf4-a0661ed4343d,2001-08-27 08:04:57,5,1,2,23,Y,2.0,Indiana,0,No,Non-Travel,142.0,Human Resources,1,30,4,Manager,17328,13871,Yes,12,,0,3,Very High,Very High,Very High,Excellent,High
96,2,Below College,Life Sciences,Male,Married,28,882a10d4-89b3-4cf5-8a92-45204de8060e,2001-08-30 16:03:36,22,0,2,6,Y,0.0,Países Bajos,0,No,Travel_Rarely,1451.0,Research & Development,1,67,1,Research Scientist,3201,19911,No,17,,0,2,Low,Medium,Medium,Excellent,Low
97,18,College,Life Sciences,Male,Single,35,ac05f229-c4e1-4698-b2b5-e3af908d0726,2001-08-31 06:46:23,11,0,0,10,Y,2.0,República Checa,1,No,Travel_Frequently,200.0,Research & Development,1,60,3,Manufacturing Director,9362,19944,No,11,80.0,0,2,High,High,Very High,Excellent,High
98,16,Bachelor,Life Sciences,Female,Divorced,33,a594495f-ba93-471c-ad33-3ed7effec9b0,2001-08-31 13:41:52,6,0,2,7,,1.0,Rumania,1,No,Non-Travel,530.0,Sales,1,36,2,Sales Executive,5368,16130,Yes,25,,1,2,High,High,Very High,Outstanding,High
99,15,Bachelor,Medical,Female,Married,44,d0820685-ee7d-45db-8be5-911b47c87a0d,2001-09-03 14:45:40,4,0,4,10,Y,1.0,Italia,1,Yes,Travel_Rarely,621.0,Research & Development,1,73,3,Healthcare Representative,7978,14075,No,11,80.0,1,2,Low,High,Very High,Excellent,Very High
100,10,Bachelor,Life Sciences,Female,Married,37,c9453c00-5b50-4ee0-ab45-641199f5cd49,2001-09-13 04:00:04,19,6,5,16,Y,1.0,Noruega,0,No,Travel_Rarely,161.0,Research & Development,1,42,3,Research Director,13744,15471,Yes,25,,1,2,High,Very High,Very High,Outstanding,Low
101,10,Bachelor,Human Resources,Female,Married,42,eab2b707-d550-4eda-9eab-43a0c6d29540,2001-09-16 21:40:46,23,0,3,21,Y,0.0,Tennessee,1,No,Travel_Rarely,1147.0,Human Resources,1,31,4,Manager,16799,16616,No,14,80.0,1,5,High,High,Low,Excellent,High
102,9,Bachelor,Marketing,Female,Single,29,8b0aa197-323f-43cb-a12a-4c62afab1634,2001-09-20 18:10:21,15,2,2,2,,1.0,Portugal,0,Yes,Travel_Rarely,428.0,Sales,1,52,1,Sales Representative,2760,14630,No,13,80.0,0,3,Medium,Low,Medium,Excellent,High
103,1,,Life Sciences,Male,Divorced,37,08f79500-6979-4a35-ac0e-1ad870c5d952,2001-10-05 10:45:54,23,0,7,7,Y,1.0,Vermont,0,No,Travel_Rarely,1115.0,Research & Development,1,51,2,Manufacturing Director,5993,2689,No,18,80.0,1,2,Low,Medium,,Excellent,High
104,9,Master,Life Sciences,Male,Divorced,41,4b83dd7e-f2f1-41d7-8ccc-0945ced95bca,2001-10-19 23:54:22,22,0,3,5,Y,1.0,Francia,0,No,Travel_Rarely,548.0,Research & Development,1,94,1,Laboratory Technician,2289,20520,No,20,,2,2,High,High,Low,Outstanding,Medium
105,3,Bachelor,Technical Degree,Female,Divorced,46,3eb55ac2-6d4b-4ea3-a4fc-cd50e4ab2d19,2001-10-20 19:36:45,21,1,1,25,Y,2.0,Polonia,0,No,Travel_Rarely,1319.0,Sales,1,45,4,Sales Executive,13225,7739,No,12,80.0,1,5,Low,Very High,Low,Excellent,Very High
106,1,Master,Medical,Male,Married,35,acc1b8ea-3c21-445c-af68-7eaa901b5c10,2001-10-25 17:17:13,9,1,6,10,Y,6.0,Finlandia,1,No,Travel_Rarely,,Research & Development,1,58,1,Laboratory Technician,2258,16340,No,12,80.0,1,2,Very High,Medium,,Excellent,Medium
107,3,College,Human Resources,Male,Divorced,33,377e9835-ec3c-43ca-9b3b-a1668034d356,2001-10-29 06:29:01,7,0,3,7,Y,3.0,Arizona,1,No,Travel_Rarely,1075.0,Human Resources,1,57,1,Human Resources,2277,22650,Yes,11,,1,4,Very High,High,Medium,Excellent,High
108,2,Master,Technical Degree,Female,Single,34,46b8e931-4fdd-436c-8567-58242f2e0849,2001-11-02 13:27:06,19,2,1,14,Y,1.0,Suiza,1,No,,404.0,Research & Development,1,98,2,Healthcare Representative,6687,6163,No,11,,0,2,High,High,Very High,Excellent,Very High
109,20,Bachelor,Medical,Male,Divorced,45,16858e23-83af-449c-b092-901c4adade4d,2001-11-10 14:10:22,20,0,0,24,Y,2.0,Oklahoma,1,No,Travel_Rarely,1038.0,Research & Development,1,95,3,Healthcare Representative,10851,19863,Yes,18,,1,2,Medium,Low,,Excellent,Medium
110,3,,Life Sciences,Male,Divorced,41,71555380-b0d1-4489-ab3c-258e990d330b,2001-11-15 23:50:51,15,0,3,14,Y,2.0,Wyoming,0,No,,930.0,Sales,1,57,2,Sales Executive,8938,12227,No,11,80.0,1,5,High,Medium,Medium,Excellent,High
111,1,,Life Sciences,Male,Married,42,8eb9f7c6-a2e4-4a97-93d7-b44cb8b540ba,2001-11-21 18:10:19,0,6,0,20,Y,1.0,Iowa,1,No,Travel_Rarely,635.0,Sales,1,99,2,Sales Executive,4907,24532,No,25,80.0,0,3,Medium,High,High,Outstanding,High
112,8,Master,Life Sciences,Male,Married,51,f02d5534-b05b-4d6a-915b-afca57363217,2001-11-22 19:15:05,8,1,1,16,Y,5.0,Carolina del Norte,1,No,,1469.0,Research & Development,1,81,3,Research Director,12490,15736,No,16,80.0,2,5,Medium,Medium,,Excellent,Very High
113,4,College,Life Sciences,Male,Married,45,b7cff693-2952-4f69-a0e7-3ab7eee5a234,2001-11-30 22:39:08,21,0,2,9,Y,1.0,Indiana,1,No,Non-Travel,,Research & Development,1,57,2,Laboratory Technician,4447,23163,No,12,80.0,0,5,High,High,,Excellent,Medium
114,2,Bachelor,Marketing,Male,Married,51,f4a60a07-a94e-40ca-958e-01ad492820a3,2001-12-03 15:44:34,20,0,1,14,,2.0,Rumania,0,No,Travel_Frequently,,Sales,1,52,3,Sales Executive,10596,15395,No,11,80.0,0,5,Medium,High,Medium,Excellent,Medium
115,4,Bachelor,Life Sciences,Male,Single,48,dafe4e8e-59b1-4c48-8955-599e6ac3765c,2001-12-07 01:02:40,15,0,8,11,,1.0,Illinois,0,No,Travel_Rarely,855.0,Research & Development,1,54,3,Manufacturing Director,7898,18706,No,11,,0,2,Very High,High,Very High,Excellent,High
116,4,College,Marketing,Female,Married,46,6ed716ca-2210-4061-a316-c81118845757,2001-12-14 11:36:10,16,0,3,26,Y,2.0,Georgia,1,No,Travel_Rarely,168.0,Sales,1,33,5,Manager,18789,9946,No,14,80.0,1,2,Very High,Medium,Medium,Excellent,High
117,2,Master,Life Sciences,Female,Married,40,f1a3fc4e-18cb-4670-80ad-e3ae13de8ed7,2001-12-21 11:10:19,20,0,1,21,Y,0.0,Noruega,1,No,Travel_Rarely,1398.0,Sales,1,79,5,Manager,18041,13022,No,14,80.0,0,2,High,High,High,Excellent,Very High
118,2,,Other,Female,Married,47,d3243c39-a73c-4a6f-b32c-e3756f2baf1c,2001-12-21 11:10:19,12,1,0,26,Y,1.0,Rumania,0,No,Travel_Rarely,202.0,Research & Development,1,33,4,Manager,16752,12982,Yes,11,80.0,1,3,High,High,Very High,Excellent,High
119,1,College,Life Sciences,Female,Married,42,d57c96b7-7ccc-49ac-80e2-e21365c74598,2001-12-25 15:17:56,17,0,0,8,Y,9.0,Dinamarca,0,No,Travel_Rarely,932.0,Research & Development,1,43,2,Manufacturing Director,6062,4051,Yes,13,,1,4,Very High,Medium,Very High,Excellent,Very High
120,7,Master,Medical,Female,Married,42,3dc3cb37-eaa2-4716-aa57-6d0803c0b323,2001-12-28 06:35:36,11,0,0,18,,6.0,Maryland,1,No,Travel_Rarely,603.0,Research & Development,1,78,2,Research Scientist,2372,5628,Yes,16,,0,2,Medium,Very High,Medium,Excellent,Very High
121,11,Bachelor,Marketing,Female,Married,49,c664cad9-a7e9-48e3-931e-90be90e22fae,2001-12-31 18:09:04,3,2,1,9,Y,1.0,Nevada,0,Yes,Travel_Rarely,1184.0,Sales,1,43,3,Sales Executive,7654,5860,No,18,80.0,2,3,High,High,Very High,Excellent,Low
122,2,Master,Technical Degree,Male,Married,27,1859bc49-63a0-4b3b-af1c-50c683196db6,2002-01-05 10:26:54,4,1,0,6,Y,1.0,Dinamarca,0,No,,1354.0,Research & Development,1,41,1,Research Scientist,2226,6073,No,11,80.0,1,3,Medium,High,Medium,Excellent,High
123,1,Bachelor,Life Sciences,Female,Single,18,a0f59685-be81-4646-b985-143c2d35f1d8,2002-01-08 13:08:59,10,0,0,0,Y,1.0,Nebraska,1,No,Non-Travel,1124.0,Research & Development,1,97,1,Laboratory Technician,1611,19305,No,15,80.0,0,5,Very High,High,Very High,Excellent,High
124,7,Master,Life Sciences,Male,Married,45,fdefa2d1-c50a-4f23-b3dd-c6b2adb5069e,2002-01-10 06:06:36,19,0,2,9,,4.0,Noruega,0,No,Travel_Frequently,1199.0,Research & Development,1,77,2,Manufacturing Director,6434,5118,No,17,80.0,1,1,Low,Very High,High,Excellent,Very High
125,2,College,Marketing,Female,Married,47,74e4e47c-db6c-42e4-afdc-59d3ee131322,2002-01-10 14:53:48,13,0,3,8,Y,0.0,Arizona,0,No,Travel_Rarely,249.0,Sales,1,35,2,Sales Executive,4537,17783,Yes,22,,1,2,High,High,Very High,Outstanding,Low
126,27,Bachelor,Technical Degree,Male,Divorced,43,45cb8850-adae-441f-966b-70398b846300,2002-01-17 00:42:16,8,0,0,8,,5.0,Vermont,0,No,Travel_Rarely,990.0,Research & Development,1,87,1,Laboratory Technician,4876,5855,No,12,80.0,1,0,Very High,Very High,Medium,Excellent,High
127,16,Bachelor,Medical,Male,Single,28,735cbecc-d3e1-42d7-bce1-59c9820bb8a9,2002-01-20 03:57:19,7,0,2,5,Y,1.0,Italia,1,No,,1103.0,Research & Development,1,49,1,Research Scientist,2144,2122,No,14,80.0,0,3,High,High,High,Excellent,High
128,4,Bachelor,Technical Degree,Male,Single,20,4b2b6d39-521a-4c0f-8b47-470f5e2fb8d5,2002-01-20 13:13:48,2,0,0,1,Y,1.0,Polonia,1,Yes,Travel_Rarely,129.0,Research & Development,1,84,1,Laboratory Technician,2973,13008,No,19,80.0,0,2,Low,High,Low,Excellent,Medium
129,7,College,Medical,Female,Married,31,e7d504fc-1fad-49fc-9fd8-ecb03d293775,2002-01-23 15:37:25,8,0,11,13,Y,1.0,Bélgica,0,No,Travel_Rarely,480.0,Research & Development,1,31,2,Manufacturing Director,4306,4156,No,12,,1,5,Medium,High,Low,Excellent,Medium
130,4,Master,Medical,Female,Married,33,486137d9-0264-4ca0-a6ce-c7f728dddb32,2002-01-24 07:16:40,0,0,1,8,Y,8.0,Connecticut,1,No,Travel_Rarely,1099.0,Research & Development,1,82,1,Laboratory Technician,3838,8192,No,11,,0,5,Low,Medium,Medium,Excellent,Very High
131,1,Master,Medical,Female,Divorced,39,1b39dfd3-93d8-4bb9-8c7d-9a20c6626cc9,2002-01-30 09:56:05,0,1,2,7,Y,7.0,Países Bajos,0,No,Travel_Rarely,1431.0,Research & Development,1,96,1,Laboratory Technician,2232,15417,No,14,80.0,3,1,High,High,High,Excellent,High
132,11,Master,Life Sciences,Female,Married,52,5fa1228e-549b-4d31-8dde-e50d42b649c2,2002-02-02 13:53:24,10,1,2,9,Y,8.0,Portugal,1,No,Travel_Rarely,,Research & Development,1,82,2,Laboratory Technician,3149,21821,No,20,80.0,1,3,Very High,High,High,Outstanding,Medium
133,2,Master,Life Sciences,Male,Single,41,62cfb072-d17d-47b7-adf1-b4f5115b39b7,2002-02-05 09:55:04,0,0,1,22,Y,1.0,Misisipi,1,No,Travel_Rarely,334.0,Sales,1,88,4,Manager,16015,15896,No,19,80.0,0,2,Very High,High,Medium,Excellent,Medium
134,1,Master,Life Sciences,Female,Married,37,6a075907-6103-4213-a1c5-3493fd6ab7dc,2002-02-08 10:12:05,0,2,0,8,Y,6.0,Suecia,0,No,Travel_Rarely,446.0,Research & Development,1,65,2,Manufacturing Director,6447,15701,No,12,80.0,1,2,Medium,High,Medium,Excellent,Medium
135,4,Bachelor,Technical Degree,Female,Divorced,29,2848de55-a8a8-4b39-96fb-ff9b79b7f9e7,2002-02-12 03:30:45,0,0,0,1,Y,1.0,Alemania,1,No,,590.0,Research & Development,1,91,1,Research Scientist,2109,10007,No,13,80.0,1,2,Very High,Medium,Low,Excellent,High
136,7,Bachelor,Life Sciences,Male,Single,28,f6ebd797-a272-46f8-b010-4033327d3774,2002-02-12 08:59:58,11,0,3,5,Y,0.0,Vermont,1,No,Travel_Frequently,,Sales,1,55,2,Sales Executive,4898,11827,No,14,80.0,0,5,High,High,Low,Excellent,Very High
137,8,College,Other,Male,Divorced,37,2b7aebd5-dee4-47c1-8570-98a2f00fe03a,2002-02-18 13:19:40,9,4,0,19,Y,2.0,Austria,0,No,Travel_Rarely,1239.0,Human Resources,1,89,2,Human Resources,4071,12832,No,13,80.0,0,4,High,High,Medium,Excellent,High
138,1,Doctor,Human Resources,Male,Married,44,b02f0665-7a07-4edc-b77a-5ea9f6e22c5a,2002-02-21 02:22:25,16,0,2,14,Y,4.0,Connecticut,1,No,Travel_Frequently,602.0,Human Resources,1,37,2,Human Resources,5743,10503,Yes,11,80.0,0,3,Low,High,Very High,Excellent,High
139,9,Below College,Life Sciences,Male,Divorced,41,e97fcb51-1322-4491-9b82-6676bed0b1ea,2002-02-21 23:52:55,5,0,6,12,Y,3.0,Nueva Jersey,1,No,Travel_Rarely,802.0,Sales,1,96,3,Sales Executive,8189,21196,Yes,13,,1,2,High,High,High,Excellent,High
140,26,College,Medical,Female,Married,40,3bac182e-c983-42ec-a702-ba873bc19b39,2002-02-26 06:16:44,6,0,0,16,Y,3.0,Dakota del Norte,0,No,Travel_Frequently,,Research & Development,1,92,2,Research Scientist,4422,21203,Yes,13,80.0,1,3,High,Medium,Very High,Excellent,Very High
141,2,,Other,Male,Divorced,25,0e372073-6fbc-4811-86e4-005fc8843665,2002-02-28 16:16:48,11,0,2,7,,6.0,Misisipi,1,No,Travel_Rarely,977.0,Research & Development,1,57,1,Laboratory Technician,3977,7298,Yes,19,80.0,1,2,Very High,High,High,Excellent,High
142,7,Bachelor,Medical,Male,Single,26,d2f4dded-bed2-4d5a-90f3-75e247f7bb82,2002-02-28 21:21:51,13,2,0,7,Y,1.0,Tennessee,0,No,Non-Travel,786.0,Research & Development,1,76,1,Laboratory Technician,2570,11925,No,20,80.0,0,5,Very High,High,Very High,Outstanding,High
143,2,,Life Sciences,Male,Married,42,677424e0-c010-4289-b1aa-536c7ef2913c,2002-03-26 00:59:56,22,2,5,21,Y,0.0,Reino Unido,1,No,Non-Travel,495.0,Research & Development,1,37,4,Manager,17861,26582,Yes,13,,0,3,High,High,High,Excellent,Very High
144,3,College,Life Sciences,Male,Divorced,36,49debf1d-b2ea-4881-a02f-265aa2ffe6b8,2002-04-03 11:26:49,18,0,0,13,Y,6.0,Carolina del Norte,1,No,Travel_Rarely,,Research & Development,1,79,2,Healthcare Representative,6842,26308,No,20,80.0,1,3,Very High,Very High,Low,Outstanding,Low
145,2,College,Medical,Female,Divorced,47,47d15e2a-2663-410e-996f-df8f585f17af,2002-04-13 23:09:32,14,0,1,20,Y,5.0,España,0,No,Travel_Rarely,983.0,Research & Development,1,65,2,Manufacturing Director,5070,7389,No,13,80.0,3,2,Low,High,Very High,Excellent,High
146,1,Master,Life Sciences,Male,Divorced,50,1ca23173-1171-4675-9f7e-820f3ad5210d,2002-04-18 09:57:59,7,0,0,12,,7.0,Austria,1,Yes,Travel_Frequently,878.0,Sales,1,94,2,Sales Executive,6728,14255,No,12,80.0,2,3,Medium,High,,Excellent,Very High
147,1,College,Life Sciences,Male,Single,48,356a8180-30da-46aa-93d1-2bcf6b68031d,2002-05-04 11:54:03,15,0,0,23,Y,9.0,Alemania,1,Yes,Travel_Rarely,626.0,Research & Development,1,98,3,Laboratory Technician,5381,19294,Yes,13,80.0,0,2,Low,Medium,High,Excellent,Very High
148,8,College,Marketing,Female,Married,35,531caf16-d38c-4f97-8b9b-cd11b8c01bef,2002-05-05 07:04:55,4,4,2,16,,4.0,Noruega,0,No,Non-Travel,1212.0,Sales,1,78,3,Sales Executive,10377,13755,Yes,11,80.0,1,6,High,Medium,Very High,Excellent,Medium
149,3,,Medical,Female,Married,36,ca403973-0bbe-4e4d-8a37-4a7f98805a96,2002-05-06 20:13:01,9,2,4,10,Y,0.0,Arkansas,0,No,,557.0,Sales,1,94,3,Sales Executive,7644,12695,No,19,80.0,2,2,Low,Medium,Very High,Excellent,High
150,14,Bachelor,Medical,Male,Single,40,137eda99-1dae-4829-942a-4e0c7c7fd017,2002-05-19 02:52:44,19,2,7,21,Y,1.0,Austria,0,No,,1308.0,Research & Development,1,44,5,Research Director,19626,17544,No,14,80.0,0,2,High,Medium,High,Excellent,Low
151,11,College,Medical,Female,Married,37,25ef0874-9d5d-40fe-b592-a7cb961a0179,2002-05-23 22:39:49,18,0,0,15,Y,5.0,Hungría,0,Yes,Travel_Rarely,1141.0,Research & Development,1,61,2,Healthcare Representative,4777,14382,No,15,80.0,0,2,Low,Low,Medium,Excellent,Low
152,3,Master,Medical,Male,Married,53,9efdb6bb-911f-454f-b431-0664335c1806,2002-06-01 19:09:54,16,1,1,21,,3.0,Bélgica,0,No,Travel_Rarely,1070.0,Research & Development,1,45,4,Research Director,17584,21016,Yes,16,80.0,3,5,High,High,High,Excellent,Very High
153,20,Bachelor,Life Sciences,Female,Single,45,bdf8223f-433b-4827-a504-ea5766d3877d,2002-06-04 15:25:22,6,0,0,8,Y,8.0,Portugal,0,No,Travel_Rarely,374.0,Sales,1,50,2,Sales Executive,4850,23333,No,15,80.0,0,3,Very High,High,High,Excellent,High
154,3,College,Life Sciences,Female,Single,32,c1410d1a-509b-4090-8171-6647595778b7,2002-06-13 17:37:12,1,2,0,10,Y,3.0,Rumania,0,No,Travel_Rarely,,Research & Development,1,39,3,Research Director,11159,19373,No,15,80.0,0,6,High,High,Very High,Excellent,Very High
155,1,Bachelor,Life Sciences,Male,Married,38,d453684c-f2be-40cf-854e-4d03a4ff4ce8,2002-06-16 06:29:40,2,1,2,19,,7.0,Arizona,0,No,Travel_Frequently,1189.0,Research & Development,1,90,2,Research Scientist,4735,9867,No,15,80.0,2,4,Very High,High,Very High,Excellent,Very High
156,2,College,Life Sciences,Female,Divorced,38,fb82ce53-169f-44e9-882c-4477121d84ab,2002-06-16 14:14:32,2,0,5,11,Y,3.0,Dakota del Sur,0,No,Travel_Rarely,1009.0,Sales,1,31,2,Sales Executive,6893,19461,No,15,80.0,1,3,Medium,High,Low,Excellent,Very High
157,2,,Technical Degree,Male,Single,19,5c2b2669-a13c-46cd-81ba-40d91f28c27b,2002-06-17 22:17:28,16,0,0,1,Y,1.0,Noruega,0,Yes,Travel_Rarely,489.0,Human Resources,1,52,1,Human Resources,2564,18437,No,12,,0,3,Low,Medium,Very High,Excellent,High
158,24,Bachelor,Life Sciences,Male,Married,50,56a718ba-27c6-4603-ae29-7024534c5447,2002-06-18 23:06:54,3,0,5,22,Y,3.0,España,0,No,Travel_Rarely,939.0,Research & Development,1,95,4,Manufacturing Director,13973,4161,Yes,18,80.0,1,2,Very High,High,High,Excellent,Very High
159,26,Below College,Technical Degree,Female,Divorced,34,6d3c3bbf-7657-4cc9-a563-f096960e3858,2002-06-27 12:20:49,0,0,0,5,,1.0,Luisiana,0,No,Non-Travel,999.0,Research & Development,1,92,1,Research Scientist,2029,15891,No,20,80.0,3,2,Low,Medium,High,Outstanding,High
160,7,,Life Sciences,Male,Divorced,29,a0e0484e-8ae1-40b7-b528-9105cd1a9cfb,2002-06-30 15:03:26,7,1,0,6,Y,1.0,Portugal,0,No,Travel_Rarely,1329.0,Research & Development,1,82,2,Healthcare Representative,6623,4204,Yes,11,80.0,2,2,High,High,Very High,Excellent,Medium
161,29,Master,Marketing,Female,Married,31,122ca253-2efe-41b6-9544-74db7abe8d84,2002-07-27 03:58:20,9,5,6,13,,1.0,Ohio,0,No,Travel_Rarely,196.0,Sales,1,91,2,Sales Executive,5468,13402,No,14,80.0,2,3,Low,Medium,Very High,Excellent,Low
162,26,College,Other,Female,Married,22,7f4714b8-8648-4840-8da5-41f316fd89d5,2002-07-31 23:04:39,12,0,1,4,Y,1.0,Arizona,1,No,Non-Travel,457.0,Research & Development,1,85,1,Research Scientist,2814,10293,Yes,14,80.0,0,2,Medium,Medium,High,Excellent,Medium
163,15,,Life Sciences,Male,Married,43,8df9dd7b-8b33-4c18-9cad-931ab83ad53e,2002-08-04 15:39:05,16,6,2,14,Y,1.0,Dakota del Norte,1,No,Travel_Rarely,1291.0,Research & Development,1,65,4,Research Director,17603,3525,No,24,,1,3,High,Medium,High,Outstanding,Low
164,6,Bachelor,Life Sciences,Male,Divorced,33,7ad672b0-1cd0-4e0b-a586-3c9c01a205f6,2002-08-06 01:46:01,7,1,0,15,Y,3.0,Florida,0,No,Travel_Frequently,1296.0,Research & Development,1,30,2,Healthcare Representative,7725,5335,No,23,80.0,1,2,High,High,Very High,Outstanding,High
165,2,,Medical,Male,Single,42,9be6d332-fa19-48e6-8f08-9b45db1917c3,2002-08-06 20:12:47,20,0,2,8,Y,5.0,Noruega,0,No,Travel_Frequently,1271.0,Research & Development,1,35,1,Research Scientist,2515,9068,Yes,14,,0,2,Medium,High,Very High,Excellent,Very High
166,11,,Technical Degree,Female,Single,51,524416ad-9b61-44d4-b4f2-57bb2028f082,2002-08-11 22:59:21,14,0,0,29,Y,3.0,Maryland,0,No,Travel_Rarely,1405.0,Research & Development,1,82,4,Manufacturing Director,13142,24439,No,16,80.0,0,1,Very High,Medium,Medium,Excellent,Medium
167,1,Master,Medical,Male,Single,28,467f2d57-b50e-4281-ba20-85e383d5b1f9,2002-08-15 09:51:02,6,0,2,5,Y,0.0,Grecia,1,No,Travel_Frequently,791.0,Research & Development,1,44,1,Laboratory Technician,2154,6842,Yes,11,80.0,0,2,Very High,High,High,Excellent,High
168,25,Master,Life Sciences,Female,Married,49,aa99754b-1e48-4928-a041-9fc73f10b2c5,2002-08-21 22:55:04,21,1,2,10,Y,1.0,Finlandia,0,No,Travel_Rarely,722.0,Research & Development,1,84,1,Laboratory Technician,3211,22102,No,14,80.0,1,3,High,High,Low,Excellent,Very High
169,6,,Life Sciences,Male,Married,31,7073300c-8fed-421b-86bb-daf061211b70,2002-08-24 07:47:03,20,4,1,12,Y,4.0,Wisconsin,1,Yes,Travel_Rarely,249.0,Sales,1,76,2,Sales Executive,6172,20739,Yes,18,80.0,0,3,Medium,Low,High,Excellent,Medium
170,1,Master,Other,Male,Single,33,becbadd9-e06e-44f4-88c2-5135f9993700,2002-08-24 18:11:18,2,0,0,6,Y,3.0,Italia,0,No,Travel_Rarely,1198.0,Research & Development,1,100,1,Research Scientist,2799,3339,Yes,11,80.0,0,1,High,Medium,Low,Excellent,Medium
171,8,,Life Sciences,Male,Single,42,70e938ba-cf4a-4a33-865c-2a6d0bbd6e25,2002-08-25 21:26:51,1,0,0,8,Y,4.0,Misisipi,0,No,,,Research & Development,1,81,1,Laboratory Technician,3968,13624,No,13,80.0,0,3,Very High,High,High,Excellent,Very High
172,23,Bachelor,Medical,Male,Married,31,39698538-496b-409f-ae5a-d0644798df77,2002-08-28 22:40:21,4,5,7,10,,0.0,Vermont,0,No,Travel_Rarely,1463.0,Research & Development,1,64,2,Healthcare Representative,5582,14408,No,21,80.0,1,2,Medium,Medium,Very High,Outstanding,Medium
173,1,College,Life Sciences,Male,Single,32,58fdb5cd-7a2b-4f6f-b73b-996a8535a807,2002-09-05 03:39:58,6,0,0,10,Y,,Kansas,1,Yes,Travel_Rarely,964.0,Sales,1,34,2,Sales Executive,6735,12147,No,15,80.0,0,2,Low,Low,Medium,Excellent,Medium
174,1,College,Life Sciences,Male,Married,52,ae0a38a9-6b86-4c78-b1ca-3c2641f0a2d7,2002-09-19 18:51:40,16,6,1,26,Y,2.0,New Hampshire,1,No,Travel_Rarely,1053.0,Research & Development,1,70,4,Manager,17099,13829,No,15,80.0,1,2,Very High,High,Very High,Excellent,Medium
175,7,Master,Life Sciences,Male,Divorced,30,fbde895c-8da0-45f6-84c8-d7a32dbca831,2002-10-02 13:30:44,14,4,6,10,Y,1.0,Francia,0,No,Travel_Rarely,,Research & Development,1,49,2,Laboratory Technician,3491,11309,No,13,80.0,3,4,High,High,High,Excellent,
176,1,Master,Medical,Male,Married,31,bf456bc8-2ed1-4f2f-82ce-30765a89dfb2,2002-10-13 19:15:14,5,1,4,6,Y,0.0,Michigan,1,No,Non-Travel,979.0,Research & Development,1,90,2,Manufacturing Director,4345,4381,No,12,,1,2,High,Low,High,Excellent,Very High
177,2,,Marketing,Female,Married,35,8024b7b0-ae89-40d6-9a39-a14e2af9b15b,2002-10-15 21:51:52,15,1,2,2,,1.0,Alaska,1,No,Travel_Rarely,890.0,Sales,1,97,1,Sales Representative,2014,9687,No,13,80.0,0,3,Very High,High,Very High,Excellent,Low
